MED632,Simvastatin_Acetaldehyde,Syrup,"Dorsey, Christensen and Mccoy",2023-10-03,119 mg,
MED633,Simvastatin_Butadiene,Tablet,"Mcclain, Green and Watts",2023-04-14,423 mg,
MED634,Simvastatin_Cyclohexane,Syrup,Marshall-Ramos,2023-01-13,178 mg,
MED635,Simvastatin_Cyclopentane,Syrup,Berry-Obrien,2023-08-01,473 mg,
MED636,Simvastatin_Cyclohexene,Injection,Morgan-Sharp,2023-06-28,154 mg,
MED637,Simvastatin_Cyclohexanol,Syrup,Juarez-Oconnor,2023-06-23,91 mg,
MED638,Simvastatin_Cyclohexanone,Injection,"Weber, Hawkins and Logan",2024-03-16,165 mg,
MED639,Simvastatin_Acetylene,Tablet,Cruz-Mitchell,2023-07-30,352 mg,
MED640,Simvastatin_Propyne,Injection,Stevens Inc,2024-08-02,75 mg,
MED641,Simvastatin_Butyne,Tablet,"Bentley, Bailey and Peters",2023-09-12,347 mg,
MED642,Simvastatin_Pentene,Injection,Williams Inc,2024-08-30,8 mg,
MED643,Simvastatin_Hexene,Syrup,"Howell, Snyder and Baker",2023-05-25,242 mg,
MED644,Simvastatin_Heptene,Tablet,Benson-Moss,2024-06-08,410 mg,
MED645,Simvastatin_Methylamine,Tablet,Adams and Sons,2024-04-01,373 mg,
MED646,Simvastatin_Ethylamine,Tablet,"Gonzalez, Nelson and Vasquez",2024-02-15,355 mg,
MED647,Simvastatin_Propylamine,Tablet,Chung-Wood,2023-01-03,257 mg,
MED648,Simvastatin_Butylamine,Injection,"Howell, Martinez and Castro",2024-06-14,10 mg,
MED649,Simvastatin_Pentylamine,Injection,"Taylor, Bates and Perez",2023-01-16,61 mg,
MED650,Hydrochlorothiazide_Methane,Injection,Dominguez Inc,2023-03-18,406 mg,
MED651,Hydrochlorothiazide_Ethanol,Injection,Patel-Reed,2023-06-20,263 mg,
MED652,Hydrochlorothiazide_Acetone,Syrup,"Hernandez, White and Watkins",2024-05-09,437 mg,
MED653,Hydrochlorothiazide_Benzene,Tablet,"Webster, Solis and Smith",2023-09-21,141 mg,
MED654,Hydrochlorothiazide_Toluene,Syrup,"Jackson, Fry and Jenkins",2024-02-14,118 mg,
MED655,Hydrochlorothiazide_Formaldehyde,Syrup,Price Ltd,2024-08-30,123 mg,
MED656,Hydrochlorothiazide_Acetic Acid,Tablet,"Williams, Wilson and Odonnell",2023-07-14,323 mg,
MED657,Hydrochlorothiazide_Methanol,Syrup,Green Ltd,2024-01-14,112 mg,
MED658,Hydrochlorothiazide_Ethylene,Tablet,Holland PLC,2023-04-10,407 mg,
MED659,Hydrochlorothiazide_Propylene,Injection,Mcdaniel-Jackson,2022-12-26,471 mg,
MED660,Hydrochlorothiazide_Butane,Tablet,Lewis Ltd,2024-05-20,126 mg,
MED661,Hydrochlorothiazide_Isoprene,Syrup,Thompson and Sons,2024-02-10,391 mg,
MED662,Hydrochlorothiazide_Styrene,Syrup,Freeman-Fields,2022-10-16,200 mg,
MED663,Hydrochlorothiazide_Xylene,Syrup,"Robinson, Rodriguez and Price",2023-03-26,375 mg,
MED664,Hydrochlorothiazide_Naphthalene,Syrup,Patel Inc,2023-03-10,36 mg,
MED665,Hydrochlorothiazide_Phenol,Syrup,Wilson LLC,2023-02-28,82 mg,
MED666,Hydrochlorothiazide_Aniline,Tablet,Hayes Ltd,2024-09-14,436 mg,
MED667,Hydrochlorothiazide_Ethylene Glycol,Syrup,Jackson Ltd,2022-12-12,499 mg,
MED668,Hydrochlorothiazide_Glycerol,Syrup,"Frazier, Parker and Ford",2022-09-18,72 mg,
MED669,Hydrochlorothiazide_Furfural,Tablet,Stone Inc,2023-10-21,458 mg,
MED670,Hydrochlorothiazide_Hexane,Tablet,White-Huang,2023-08-09,2 mg,
MED671,Hydrochlorothiazide_Heptane,Syrup,"Martinez, Valencia and Khan",2024-03-01,248 mg,
MED672,Hydrochlorothiazide_Octane,Syrup,Holt Group,2024-04-29,266 mg,
MED673,Hydrochlorothiazide_Nonane,Syrup,"Stewart, Peterson and Schmidt",2024-08-31,129 mg,
MED674,Hydrochlorothiazide_Decane,Tablet,"Parks, Thompson and Hernandez",2024-03-15,351 mg,
MED675,Hydrochlorothiazide_Glucose,Syrup,"Vincent, Rocha and Wagner",2024-03-03,85 mg,
MED676,Hydrochlorothiazide_Fructose,Injection,Hanson-Ramirez,2023-01-13,30 mg,
MED677,Hydrochlorothiazide_Sucrose,Injection,Duncan Group,2024-01-19,407 mg,
MED678,Hydrochlorothiazide_Lactose,Tablet,"Woods, Johnson and Ellison",2023-05-31,485 mg,
MED679,Hydrochlorothiazide_Cellulose,Syrup,"Myers, Thompson and Jackson",2022-12-31,418 mg,
MED680,Hydrochlorothiazide_Chloroform,Injection,Richards LLC,2024-03-23,418 mg,
MED681,Hydrochlorothiazide_Carbon Tetrachloride,Injection,"May, Jones and Crawford",2024-03-20,444 mg,
MED682,Hydrochlorothiazide_Acetaldehyde,Injection,Jackson and Sons,2024-02-23,188 mg,
MED683,Hydrochlorothiazide_Butadiene,Injection,Schultz PLC,2024-08-20,337 mg,
MED684,Hydrochlorothiazide_Cyclohexane,Syrup,"Peters, Gay and Johnson",2024-01-16,463 mg,
MED685,Hydrochlorothiazide_Cyclopentane,Tablet,Parker and Sons,2023-06-15,421 mg,
MED686,Hydrochlorothiazide_Cyclohexene,Injection,Holmes-Rodriguez,2022-12-10,178 mg,
MED687,Hydrochlorothiazide_Cyclohexanol,Syrup,Yoder and Sons,2024-07-03,384 mg,
MED688,Hydrochlorothiazide_Cyclohexanone,Tablet,"White, Wright and Lowe",2023-11-28,335 mg,
MED689,Hydrochlorothiazide_Acetylene,Injection,Montgomery and Sons,2023-09-12,170 mg,
MED690,Hydrochlorothiazide_Propyne,Injection,"Morris, West and Olson",2023-03-09,215 mg,
MED691,Hydrochlorothiazide_Butyne,Injection,Carpenter Ltd,2023-08-01,25 mg,
MED692,Hydrochlorothiazide_Pentene,Syrup,"Anderson, Bennett and Williamson",2023-09-30,223 mg,
MED693,Hydrochlorothiazide_Hexene,Syrup,Johnson LLC,2022-11-11,11 mg,
MED694,Hydrochlorothiazide_Heptene,Tablet,"Anderson, Moses and Barnett",2024-04-08,151 mg,
MED695,Hydrochlorothiazide_Methylamine,Injection,Mitchell PLC,2024-07-24,36 mg,
MED696,Hydrochlorothiazide_Ethylamine,Syrup,Shields Ltd,2024-07-04,292 mg,
MED697,Hydrochlorothiazide_Propylamine,Injection,Fox-Ramirez,2024-09-12,391 mg,
MED698,Hydrochlorothiazide_Butylamine,Syrup,"Rubio, Jones and Paul",2023-03-22,3 mg,
MED699,Hydrochlorothiazide_Pentylamine,Syrup,"Weeks, Boone and Lawrence",2023-05-02,421 mg,
MED700,Gabapentin_Methane,Tablet,"Miller, Perry and Patton",2023-02-13,109 mg,
MED701,Gabapentin_Ethanol,Syrup,Glover LLC,2022-11-13,343 mg,
MED702,Gabapentin_Acetone,Injection,Jimenez-Solis,2024-06-02,122 mg,
MED703,Gabapentin_Benzene,Tablet,Thompson-Williams,2024-07-11,271 mg,
MED704,Gabapentin_Toluene,Syrup,Dickson-Valencia,2023-12-09,34 mg,
MED705,Gabapentin_Formaldehyde,Injection,"Gray, Davis and Shaffer",2023-04-18,473 mg,
MED706,Gabapentin_Acetic Acid,Syrup,"Ortiz, Allen and Allen",2024-05-31,67 mg,
MED707,Gabapentin_Methanol,Tablet,Martinez Ltd,2023-07-30,292 mg,
MED708,Gabapentin_Ethylene,Injection,Mitchell-Mcbride,2022-10-13,227 mg,
MED709,Gabapentin_Propylene,Tablet,"Mathews, Garcia and Hobbs",2022-11-28,23 mg,
MED710,Gabapentin_Butane,Syrup,Jacobs Ltd,2023-05-25,266 mg,
MED711,Gabapentin_Isoprene,Tablet,Gonzalez Inc,2023-10-27,154 mg,
MED712,Gabapentin_Styrene,Syrup,"Mahoney, Simmons and Moore",2022-12-21,467 mg,
MED713,Gabapentin_Xylene,Injection,Salinas-Conner,2024-03-22,202 mg,
MED714,Gabapentin_Naphthalene,Syrup,Jacobs-King,2023-11-20,366 mg,
MED715,Gabapentin_Phenol,Injection,Reeves Ltd,2023-08-17,480 mg,
MED716,Gabapentin_Aniline,Tablet,Edwards LLC,2023-07-20,65 mg,
MED717,Gabapentin_Ethylene Glycol,Tablet,"Rios, Porter and Wilson",2023-12-01,108 mg,
MED718,Gabapentin_Glycerol,Syrup,"Smith, Garcia and Garza",2023-03-21,105 mg,
MED719,Gabapentin_Furfural,Syrup,"Wilson, Martinez and Moore",2022-09-20,491 mg,
MED720,Gabapentin_Hexane,Tablet,Moody-Charles,2023-11-15,432 mg,
MED721,Gabapentin_Heptane,Tablet,Smith Group,2024-04-23,364 mg,
MED722,Gabapentin_Octane,Injection,Carey-Vincent,2022-12-21,196 mg,
MED723,Gabapentin_Nonane,Injection,Vaughan and Sons,2023-12-07,149 mg,
MED724,Gabapentin_Decane,Tablet,Allison-Turner,2024-09-11,312 mg,
MED725,Gabapentin_Glucose,Syrup,"Ross, Patel and Wilson",2023-12-14,388 mg,
MED726,Gabapentin_Fructose,Tablet,"Crawford, Pham and Walker",2023-03-02,442 mg,
MED727,Gabapentin_Sucrose,Tablet,Goodman-Hernandez,2023-09-06,318 mg,
MED728,Gabapentin_Lactose,Syrup,Davis-Gross,2023-07-26,330 mg,
MED729,Gabapentin_Cellulose,Syrup,"Cox, Sims and Stephens",2023-01-30,139 mg,
MED730,Gabapentin_Chloroform,Syrup,Bell PLC,2024-09-12,54 mg,
MED731,Gabapentin_Carbon Tetrachloride,Tablet,Garcia PLC,2024-09-08,343 mg,
MED732,Gabapentin_Acetaldehyde,Syrup,Riley LLC,2024-06-25,469 mg,
MED733,Gabapentin_Butadiene,Injection,Hunt-Meyer,2023-09-26,417 mg,
MED734,Gabapentin_Cyclohexane,Injection,"Moran, Pena and Quinn",2024-05-03,15 mg,
MED735,Gabapentin_Cyclopentane,Tablet,"Glover, Graham and Pena",2024-06-18,485 mg,
MED736,Gabapentin_Cyclohexene,Injection,Lee-Miller,2022-10-05,377 mg,
MED737,Gabapentin_Cyclohexanol,Syrup,Evans and Sons,2024-05-16,271 mg,
MED738,Gabapentin_Cyclohexanone,Tablet,"Young, Greene and Pruitt",2024-03-09,277 mg,
MED739,Gabapentin_Acetylene,Syrup,"Cole, Sharp and Lee",2023-11-08,466 mg,
MED740,Gabapentin_Propyne,Syrup,"Gilbert, Bowman and Gray",2024-01-10,225 mg,
MED741,Gabapentin_Butyne,Tablet,Cortez and Sons,2023-09-15,432 mg,
MED742,Gabapentin_Pentene,Injection,Williams and Sons,2022-10-05,459 mg,
MED743,Gabapentin_Hexene,Syrup,Robinson-Simon,2024-02-24,389 mg,
MED744,Gabapentin_Heptene,Syrup,Smith and Sons,2024-01-02,67 mg,
MED745,Gabapentin_Methylamine,Injection,Giles Inc,2024-08-14,443 mg,
MED746,Gabapentin_Ethylamine,Injection,"Mcdowell, Cordova and Lopez",2024-05-28,32 mg,
MED747,Gabapentin_Propylamine,Syrup,"Wilson, Pena and Parker",2024-06-01,451 mg,
MED748,Gabapentin_Butylamine,Syrup,Copeland-Diaz,2024-07-28,28 mg,
MED749,Gabapentin_Pentylamine,Tablet,Valdez Ltd,2023-08-02,418 mg,
MED750,Prednisone_Methane,Syrup,Romero-Parker,2022-10-10,197 mg,
MED751,Prednisone_Ethanol,Tablet,"Hansen, Scott and Schroeder",2023-01-23,321 mg,
MED752,Prednisone_Acetone,Tablet,Farley Ltd,2022-11-23,341 mg,
MED753,Prednisone_Benzene,Tablet,"Miller, Smith and Butler",2023-12-24,332 mg,
MED754,Prednisone_Toluene,Injection,"Berry, Butler and Barton",2023-11-07,104 mg,
MED755,Prednisone_Formaldehyde,Injection,"Donaldson, Knight and Richards",2022-10-09,306 mg,
MED756,Prednisone_Acetic Acid,Injection,Johnson-Page,2024-07-11,73 mg,
MED757,Prednisone_Methanol,Syrup,Ellison Inc,2024-07-06,333 mg,
MED758,Prednisone_Ethylene,Injection,Cooper Inc,2024-06-20,30 mg,
MED759,Prednisone_Propylene,Syrup,"Moore, Gonzalez and Williams",2022-12-21,488 mg,
MED760,Prednisone_Butane,Injection,"Michael, Mann and Berg",2023-09-01,94 mg,
MED761,Prednisone_Isoprene,Injection,Howard Inc,2022-10-18,442 mg,
MED762,Prednisone_Styrene,Tablet,Clayton-Jackson,2023-08-29,261 mg,
MED763,Prednisone_Xylene,Injection,Holmes LLC,2023-09-15,245 mg,
MED764,Prednisone_Naphthalene,Tablet,"Garcia, Gentry and Jimenez",2024-05-19,108 mg,
MED765,Prednisone_Phenol,Syrup,Garrison-Rodriguez,2023-01-13,80 mg,
MED766,Prednisone_Aniline,Syrup,"Meza, Gordon and Watson",2024-06-09,281 mg,
MED767,Prednisone_Ethylene Glycol,Syrup,Johnson Group,2023-03-20,451 mg,
MED768,Prednisone_Glycerol,Injection,"Ruiz, Keller and Patton",2024-03-08,307 mg,
MED769,Prednisone_Furfural,Tablet,"Beasley, Thomas and Livingston",2023-03-30,162 mg,
MED770,Prednisone_Hexane,Tablet,"Rivera, Patel and Lee",2023-10-01,19 mg,
MED771,Prednisone_Heptane,Tablet,Choi-Davis,2024-03-20,399 mg,
MED772,Prednisone_Octane,Syrup,"Nguyen, Carlson and Allen",2023-04-05,96 mg,
MED773,Prednisone_Nonane,Syrup,Butler PLC,2023-10-16,119 mg,
MED774,Prednisone_Decane,Injection,Franklin Group,2023-10-05,244 mg,
MED775,Prednisone_Glucose,Tablet,"Thompson, Jones and King",2024-07-11,391 mg,
MED776,Prednisone_Fructose,Syrup,Warren-Moran,2023-08-09,337 mg,
MED777,Prednisone_Sucrose,Tablet,Jones LLC,2023-04-30,128 mg,
MED778,Prednisone_Lactose,Injection,"Sanchez, Martinez and Sanchez",2024-03-24,170 mg,
MED779,Prednisone_Cellulose,Syrup,Saunders Group,2024-02-24,119 mg,
MED780,Prednisone_Chloroform,Injection,"Neal, Morrow and Edwards",2024-01-20,222 mg,
MED781,Prednisone_Carbon Tetrachloride,Injection,Dougherty Ltd,2023-10-30,491 mg,
MED782,Prednisone_Acetaldehyde,Syrup,Torres Group,2024-02-05,244 mg,
MED783,Prednisone_Butadiene,Tablet,Burns-Hicks,2023-08-20,428 mg,
MED784,Prednisone_Cyclohexane,Tablet,Jimenez-Lopez,2023-01-05,408 mg,
MED785,Prednisone_Cyclopentane,Tablet,Walker-Bird,2024-09-10,432 mg,
MED786,Prednisone_Cyclohexene,Tablet,Nelson Inc,2023-07-19,485 mg,
MED787,Prednisone_Cyclohexanol,Syrup,Patel-Carey,2022-10-09,448 mg,
MED788,Prednisone_Cyclohexanone,Syrup,Burns-Becker,2023-01-11,9 mg,
MED789,Prednisone_Acetylene,Injection,"Miller, Horton and Lynch",2023-12-25,94 mg,
MED790,Prednisone_Propyne,Syrup,"Munoz, Thomas and Smith",2024-07-21,101 mg,
MED791,Prednisone_Butyne,Tablet,Wheeler Ltd,2024-03-08,212 mg,
MED792,Prednisone_Pentene,Injection,Zuniga Ltd,2022-11-22,78 mg,
MED793,Prednisone_Hexene,Injection,Garrett PLC,2023-06-19,218 mg,
MED794,Prednisone_Heptene,Syrup,Herrera Ltd,2024-07-09,27 mg,
MED795,Prednisone_Methylamine,Tablet,Parker and Sons,2024-01-14,440 mg,
MED796,Prednisone_Ethylamine,Tablet,"Perkins, Strickland and Wilson",2024-08-22,226 mg,
MED797,Prednisone_Propylamine,Syrup,Fitzgerald-Miller,2023-11-11,23 mg,
MED798,Prednisone_Butylamine,Tablet,"Jones, Schultz and Carr",2024-06-13,445 mg,
MED799,Prednisone_Pentylamine,Injection,Garner Group,2024-04-04,27 mg,
MED800,Losartan_Methane,Syrup,"Garcia, Richardson and Fields",2023-11-24,451 mg,
MED801,Losartan_Ethanol,Tablet,Marquez PLC,2023-08-25,482 mg,
MED802,Losartan_Acetone,Injection,"Perez, Ferguson and Gray",2023-05-12,331 mg,
MED803,Losartan_Benzene,Syrup,Fletcher and Sons,2024-01-14,259 mg,
MED804,Losartan_Toluene,Injection,"Andrews, Lowery and Simpson",2023-06-30,53 mg,
MED805,Losartan_Formaldehyde,Injection,Nelson-King,2024-01-11,303 mg,
MED806,Losartan_Acetic Acid,Injection,Davis-Harvey,2024-04-22,359 mg,
MED807,Losartan_Methanol,Injection,Rodriguez Ltd,2023-09-10,364 mg,
MED808,Losartan_Ethylene,Syrup,Moore-Lynch,2022-12-05,130 mg,
MED809,Losartan_Propylene,Tablet,"Carlson, Barrett and Young",2023-05-27,387 mg,
MED810,Losartan_Butane,Tablet,Jones-Palmer,2023-12-26,3 mg,
MED811,Losartan_Isoprene,Injection,"Johnston, Carter and Romero",2023-08-12,353 mg,
MED812,Losartan_Styrene,Injection,Thomas PLC,2023-06-24,165 mg,
MED813,Losartan_Xylene,Tablet,Stevens-Cannon,2023-03-20,285 mg,
MED814,Losartan_Naphthalene,Tablet,Young Ltd,2023-11-27,356 mg,
MED815,Losartan_Phenol,Syrup,Fox-Hamilton,2023-06-15,141 mg,
MED816,Losartan_Aniline,Injection,"Brady, West and Williams",2023-11-05,18 mg,
MED817,Losartan_Ethylene Glycol,Injection,Todd-Mosley,2023-11-30,42 mg,
MED818,Losartan_Glycerol,Tablet,Long-Weber,2023-01-28,150 mg,
MED819,Losartan_Furfural,Tablet,Lopez-Terrell,2023-06-05,275 mg,
MED820,Losartan_Hexane,Tablet,Jones Group,2024-05-30,137 mg,
MED821,Losartan_Heptane,Syrup,"Rodriguez, Martin and Boone",2024-05-19,169 mg,
MED822,Losartan_Octane,Tablet,Walker-Ramirez,2024-05-31,360 mg,
MED823,Losartan_Nonane,Injection,Pugh-Soto,2023-04-20,439 mg,
MED824,Losartan_Decane,Syrup,"Bradshaw, Anderson and Bennett",2023-04-05,152 mg,
MED825,Losartan_Glucose,Tablet,Reid-Howell,2024-02-10,252 mg,
MED826,Losartan_Fructose,Injection,Thomas Inc,2022-12-24,229 mg,
MED827,Losartan_Sucrose,Injection,"Perry, Brown and Morgan",2023-03-30,347 mg,
MED828,Losartan_Lactose,Tablet,"Chen, Mcintyre and Horton",2023-08-05,486 mg,
MED829,Losartan_Cellulose,Syrup,"Jackson, Rojas and Schroeder",2024-08-31,430 mg,
MED830,Losartan_Chloroform,Tablet,Simpson and Sons,2023-06-26,324 mg,
MED831,Losartan_Carbon Tetrachloride,Tablet,Gonzalez LLC,2024-09-06,59 mg,
MED832,Losartan_Acetaldehyde,Syrup,"Torres, Anderson and Hess",2023-11-29,131 mg,
MED833,Losartan_Butadiene,Syrup,"Harris, Price and Ramos",2022-10-24,29 mg,
MED834,Losartan_Cyclohexane,Tablet,Hill-Mcdaniel,2024-06-24,203 mg,
MED835,Losartan_Cyclopentane,Tablet,Hines Inc,2023-06-02,199 mg,
MED836,Losartan_Cyclohexene,Injection,Prince-Harris,2024-04-13,124 mg,
MED837,Losartan_Cyclohexanol,Syrup,Thompson Ltd,2022-11-08,27 mg,
MED838,Losartan_Cyclohexanone,Tablet,"Miles, Kemp and Sanchez",2024-02-25,236 mg,
MED839,Losartan_Acetylene,Injection,Beasley LLC,2023-10-10,94 mg,
MED840,Losartan_Propyne,Tablet,Scott Inc,2022-12-15,67 mg,
MED841,Losartan_Butyne,Injection,Roberts-Williams,2024-06-28,246 mg,
MED842,Losartan_Pentene,Injection,"Horne, Marks and Anderson",2023-05-12,189 mg,
MED843,Losartan_Hexene,Injection,Payne-Martin,2023-08-05,369 mg,
MED844,Losartan_Heptene,Syrup,Valencia PLC,2024-07-17,342 mg,
MED845,Losartan_Methylamine,Syrup,Weaver Ltd,2023-11-27,97 mg,
MED846,Losartan_Ethylamine,Syrup,Monroe and Sons,2024-03-30,145 mg,
MED847,Losartan_Propylamine,Tablet,"Wilson, Paul and Roberts",2023-08-23,163 mg,
MED848,Losartan_Butylamine,Injection,Rollins-Delgado,2023-01-20,129 mg,
MED849,Losartan_Pentylamine,Tablet,"Garcia, King and Cole",2023-05-19,352 mg,
MED850,Fluoxetine_Methane,Injection,Roberson-Haney,2023-07-07,44 mg,
MED851,Fluoxetine_Ethanol,Injection,Lawson LLC,2024-01-30,168 mg,
MED852,Fluoxetine_Acetone,Syrup,Rodriguez Inc,2024-01-01,415 mg,
MED853,Fluoxetine_Benzene,Syrup,Shah-Green,2023-01-04,304 mg,
MED854,Fluoxetine_Toluene,Syrup,"Adams, Porter and Perez",2023-05-06,27 mg,
MED855,Fluoxetine_Formaldehyde,Tablet,"Perez, Perkins and Sparks",2023-07-16,4 mg,
MED856,Fluoxetine_Acetic Acid,Syrup,Jimenez-Burch,2023-12-27,243 mg,
MED857,Fluoxetine_Methanol,Injection,Porter Ltd,2024-03-28,348 mg,
MED858,Fluoxetine_Ethylene,Syrup,"Blanchard, Reyes and Oliver",2023-09-22,332 mg,
MED859,Fluoxetine_Propylene,Syrup,Thomas-Williams,2023-11-28,439 mg,
MED860,Fluoxetine_Butane,Tablet,Roberts-Guzman,2023-09-25,461 mg,
MED861,Fluoxetine_Isoprene,Syrup,"Johnson, Sanchez and Blair",2023-11-10,463 mg,
MED862,Fluoxetine_Styrene,Tablet,Lee-Thompson,2022-12-14,276 mg,
MED863,Fluoxetine_Xylene,Tablet,Holt-Guzman,2024-01-08,266 mg,
MED864,Fluoxetine_Naphthalene,Injection,"Rogers, Oliver and Gordon",2024-03-29,470 mg,
MED865,Fluoxetine_Phenol,Syrup,Weaver-Davis,2023-10-17,70 mg,
MED866,Fluoxetine_Aniline,Injection,Andrade Inc,2023-10-15,127 mg,
MED867,Fluoxetine_Ethylene Glycol,Injection,Dickerson LLC,2023-06-30,153 mg,
MED868,Fluoxetine_Glycerol,Tablet,"Guzman, Smith and Moore",2023-11-10,216 mg,
MED869,Fluoxetine_Furfural,Injection,Chan Inc,2022-11-02,348 mg,
MED870,Fluoxetine_Hexane,Syrup,Hall and Sons,2023-12-09,255 mg,
MED871,Fluoxetine_Heptane,Syrup,"Schmidt, Lawrence and Cohen",2023-04-21,456 mg,
MED872,Fluoxetine_Octane,Injection,"Elliott, Huff and Young",2024-08-08,253 mg,
MED873,Fluoxetine_Nonane,Tablet,Brown-Johnson,2024-01-24,478 mg,
MED874,Fluoxetine_Decane,Syrup,Love-Perez,2024-04-14,268 mg,
MED875,Fluoxetine_Glucose,Syrup,"Glover, Young and Graham",2023-02-13,100 mg,
MED876,Fluoxetine_Fructose,Injection,Harrison-Garza,2024-02-26,494 mg,
MED877,Fluoxetine_Sucrose,Syrup,Sexton-Mcmillan,2022-10-01,244 mg,
MED878,Fluoxetine_Lactose,Syrup,Johnston PLC,2024-02-08,28 mg,
MED879,Fluoxetine_Cellulose,Syrup,Martin-Welch,2023-11-27,334 mg,
MED880,Fluoxetine_Chloroform,Tablet,"Dunlap, Morris and Garcia",2023-01-20,110 mg,
MED881,Fluoxetine_Carbon Tetrachloride,Syrup,Hayes-Woodard,2023-02-20,84 mg,
MED882,Fluoxetine_Acetaldehyde,Tablet,Miller Ltd,2024-07-15,183 mg,
MED883,Fluoxetine_Butadiene,Tablet,Nash-Holmes,2023-04-05,252 mg,
MED884,Fluoxetine_Cyclohexane,Injection,Jones-Wise,2022-09-23,209 mg,
MED885,Fluoxetine_Cyclopentane,Syrup,Burns-Hebert,2023-01-15,70 mg,
MED886,Fluoxetine_Cyclohexene,Tablet,"Chapman, Henry and Barnes",2024-04-20,160 mg,
MED887,Fluoxetine_Cyclohexanol,Tablet,Woodward Ltd,2023-03-07,292 mg,
MED888,Fluoxetine_Cyclohexanone,Syrup,Morales-Flynn,2024-07-08,250 mg,
MED889,Fluoxetine_Acetylene,Injection,"Bond, Cook and Wang",2023-08-13,39 mg,
MED890,Fluoxetine_Propyne,Syrup,"Evans, Young and Sampson",2024-03-31,430 mg,
MED891,Fluoxetine_Butyne,Tablet,Green-Mccoy,2024-07-29,141 mg,
MED892,Fluoxetine_Pentene,Syrup,Gutierrez Group,2023-06-28,318 mg,
MED893,Fluoxetine_Hexene,Syrup,"Davis, Kim and Flores",2024-05-14,176 mg,
MED894,Fluoxetine_Heptene,Injection,Mullen-Bradley,2024-03-20,415 mg,
MED895,Fluoxetine_Methylamine,Syrup,Frederick-Barnes,2023-07-29,320 mg,
MED896,Fluoxetine_Ethylamine,Tablet,Houston-Turner,2023-08-22,270 mg,
MED897,Fluoxetine_Propylamine,Tablet,Stevenson-Sanford,2023-06-17,279 mg,
MED898,Fluoxetine_Butylamine,Syrup,"Martinez, Hanna and Lewis",2024-08-27,76 mg,
MED899,Fluoxetine_Pentylamine,Injection,Medina LLC,2023-06-12,461 mg,
MED900,Omeprazole_Methane,Injection,Santos Ltd,2024-07-22,411 mg,
MED901,Omeprazole_Ethanol,Syrup,Dawson Ltd,2023-03-03,53 mg,
MED902,Omeprazole_Acetone,Injection,Rocha-Fischer,2024-08-22,176 mg,
MED903,Omeprazole_Benzene,Injection,"Santana, Jackson and Oliver",2023-08-27,158 mg,
MED904,Omeprazole_Toluene,Injection,"Navarro, Zimmerman and Morton",2023-03-31,155 mg,
MED905,Omeprazole_Formaldehyde,Tablet,Hill-Smith,2023-08-06,323 mg,
MED906,Omeprazole_Acetic Acid,Injection,Byrd-Silva,2023-06-06,82 mg,
MED907,Omeprazole_Methanol,Syrup,Morgan PLC,2023-03-22,151 mg,
MED908,Omeprazole_Ethylene,Syrup,"Valencia, Delacruz and Moody",2022-10-25,358 mg,
MED909,Omeprazole_Propylene,Injection,"Haynes, Dixon and Olson",2024-08-30,493 mg,
MED910,Omeprazole_Butane,Tablet,"Santiago, Williams and Robbins",2024-05-07,415 mg,
MED911,Omeprazole_Isoprene,Injection,Smith LLC,2023-12-20,404 mg,
MED912,Omeprazole_Styrene,Syrup,"Bell, Schultz and Wolfe",2024-07-10,191 mg,
MED913,Omeprazole_Xylene,Tablet,Bennett Ltd,2023-09-18,485 mg,
MED914,Omeprazole_Naphthalene,Syrup,"Hernandez, Tucker and Henry",2022-12-22,7 mg,
MED915,Omeprazole_Phenol,Tablet,Christensen Inc,2024-06-03,389 mg,
MED916,Omeprazole_Aniline,Syrup,Estes Group,2022-11-14,348 mg,
MED917,Omeprazole_Ethylene Glycol,Syrup,Berry-Cardenas,2023-09-05,171 mg,
MED918,Omeprazole_Glycerol,Tablet,Bradley LLC,2023-04-18,53 mg,
MED919,Omeprazole_Furfural,Injection,Butler Group,2024-05-23,137 mg,
MED920,Omeprazole_Hexane,Injection,"Mcdonald, Hogan and Boyd",2024-04-06,55 mg,
MED921,Omeprazole_Heptane,Injection,Kline LLC,2024-02-07,182 mg,
MED922,Omeprazole_Octane,Tablet,"Snow, Perez and Martinez",2024-01-18,128 mg,
MED923,Omeprazole_Nonane,Injection,Turner-Terry,2023-05-23,103 mg,
MED924,Omeprazole_Decane,Tablet,"Carroll, Steele and Rivera",2024-02-01,89 mg,
MED925,Omeprazole_Glucose,Tablet,Harvey-Hart,2024-03-17,393 mg,
MED926,Omeprazole_Fructose,Tablet,"Chan, Clark and Avery",2023-06-23,99 mg,
MED927,Omeprazole_Sucrose,Tablet,Joseph Group,2023-05-18,214 mg,
MED928,Omeprazole_Lactose,Injection,"Reynolds, Anderson and Davidson",2024-01-12,220 mg,
MED929,Omeprazole_Cellulose,Injection,"Lee, Thomas and Reid",2023-08-19,399 mg,
MED930,Omeprazole_Chloroform,Syrup,"Richardson, Harvey and Schmidt",2022-12-30,237 mg,
MED931,Omeprazole_Carbon Tetrachloride,Tablet,Newman-Harris,2024-08-26,42 mg,
MED932,Omeprazole_Acetaldehyde,Injection,Schultz PLC,2023-02-25,175 mg,
MED933,Omeprazole_Butadiene,Tablet,"Wright, Johnson and Black",2023-12-01,330 mg,
MED934,Omeprazole_Cyclohexane,Tablet,Perez-Larsen,2024-05-07,356 mg,
